post_id,upload_date,content_id,media_id,traffic_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,total_engagement,engagement_growth_rate,high_engagement_flag,avg_engagement_by_media,is_outlier,traffic_source
IG0010271,2025-06-15 09:25:22.954916,10255,1,1,191407,2495,2067,13694,1825295,2018054,440,10.39,209663,-0.03784233807712889,1,115250.29181636726,0,Home Feed
IG0010272,2025-05-06 09:25:22.954916,10256,2,2,125182,5640,1734,3313,1569548,1956988,856,6.94,135869,0.03191992545539479,1,114825.70437121722,0,Hashtags
IG0010273,2025-06-11 09:25:22.954916,10257,3,1,134352,9835,880,2084,284133,492680,5,29.87,147151,-0.03784233807712889,1,114632.7176658248,0,Home Feed
IG0010274,2025-09-06 09:25:22.954916,10258,1,5,198080,8728,1029,3278,811754,924365,85,22.84,211115,-0.07589373937921085,1,115250.29181636726,0,Profile
IG0010275,2025-08-03 09:25:22.954916,10259,2,1,84639,496,206,14177,1798357,1985477,935,5.01,99518,-0.0070419591586720065,0,114825.70437121722,0,Home Feed
IG0010276,2025-03-19 09:25:22.954916,10260,2,6,168813,5494,2593,8818,552822,832860,282,22.3,185718,0.08784211024389488,1,114825.70437121722,0,Explore
IG0010277,2025-06-01 09:25:22.954916,10261,4,1,5736,1000,1660,4103,1394610,1425798,483,0.88,12499,-0.03784233807712889,0,114984.38732394367,0,Home Feed
IG0010278,2025-09-14 09:25:22.954916,10262,1,6,83597,6356,3622,11190,620050,908669,999,11.53,104765,-0.07589373937921085,0,115250.29181636726,0,Explore
IG0010279,2025-09-13 09:25:22.954916,10263,3,6,86018,7548,315,1160,1730125,1793012,510,5.3,95041,-0.07589373937921085,0,114632.7176658248,0,Explore
IG0010280,2025-06-13 09:25:22.954916,10264,2,6,134472,3777,2943,12169,232978,702423,13,21.83,153361,-0.03784233807712889,1,114825.70437121722,0,Explore
IG0010281,2025-06-09 09:25:22.954916,10265,2,4,197901,7394,4145,14094,276536,483690,732,46.21,223534,-0.03784233807712889,1,114825.70437121722,1,External
IG0010282,2025-09-30 09:25:22.954916,10266,2,6,98130,9499,3142,3267,1802375,1968071,472,5.79,114038,-0.07589373937921085,0,114825.70437121722,0,Explore
IG0010283,2025-05-14 09:25:22.954916,10267,3,3,85290,9082,798,5729,521853,578214,430,17.45,100899,0.03191992545539479,0,114632.7176658248,0,Reels Feed
IG0010284,2025-08-17 09:25:22.954916,10268,4,6,19816,8226,1461,11302,792071,1130925,138,3.61,40805,-0.0070419591586720065,0,114984.38732394367,0,Explore
IG0010285,2024-12-30 09:25:22.954916,10269,2,2,192765,3043,2417,3387,955860,1050495,984,19.19,201612,1.5762157805332802,1,114825.70437121722,0,Hashtags
IG0010286,2025-07-23 09:25:22.954916,10270,4,2,70435,2168,4343,5906,191921,539311,789,15.36,82852,0.014344171843597486,0,114984.38732394367,0,Hashtags
IG0010287,2025-03-17 09:25:22.954916,10271,3,3,199313,8118,2565,10086,1750753,1978549,92,11.12,220082,0.08784211024389488,1,114632.7176658248,0,Reels Feed
IG0010288,2025-09-16 09:25:22.954916,8182,4,5,105152,8285,16,10936,748869,913856,916,13.61,124389,-0.07589373937921085,1,114984.38732394367,0,Profile
IG0010289,2025-04-02 09:25:22.954916,10272,4,4,59794,8913,4061,12166,1028273,1299289,748,6.54,84934,-0.004242380999987194,0,114984.38732394367,0,External
IG0010290,2025-03-26 09:25:22.954916,10273,1,1,176490,6464,1739,12286,337394,543826,47,36.22,196979,0.08784211024389488,1,115250.29181636726,1,Home Feed
IG0010291,2025-07-21 09:25:22.954916,10274,2,2,59969,438,3959,10184,136831,440012,619,16.94,74550,0.014344171843597486,0,114825.70437121722,0,Hashtags
IG0010292,2025-09-13 09:25:22.954916,10275,3,4,53701,7286,3648,9830,1767716,1791406,610,4.16,74465,-0.07589373937921085,0,114632.7176658248,0,External
IG0010293,2025-01-26 09:25:22.954916,10276,4,6,35316,9293,3688,12473,208753,564127,810,10.77,60770,0.040457964285091075,0,114984.38732394367,0,Explore
IG0010294,2025-10-30 09:25:22.954916,10277,3,3,10479,1526,1200,3758,1259059,1555573,428,1.09,16963,0.09570235902554791,0,114632.7176658248,0,Reels Feed
IG0010295,2025-11-10 09:25:22.954916,10278,2,6,98721,8533,1156,691,1509043,1581383,258,6.9,109101,-0.36360818237712866,0,114825.70437121722,0,Explore
IG0010296,2025-08-28 09:25:22.954916,10279,3,3,113030,3071,4431,12738,855844,1127777,720,11.82,133270,-0.0070419591586720065,1,114632.7176658248,0,Reels Feed
IG0010297,2025-09-20 09:25:22.954916,10280,2,4,135484,7360,3395,6037,1655777,2079450,364,7.32,152276,-0.07589373937921085,1,114825.70437121722,0,External
IG0010298,2025-01-25 09:25:22.954916,10281,3,3,151048,5743,1005,10033,296191,359035,971,46.74,167829,0.040457964285091075,1,114632.7176658248,1,Reels Feed
IG0010299,2025-10-12 09:25:22.954916,10282,2,1,65164,4764,2815,12655,1622816,1663175,308,5.13,85398,0.09570235902554791,0,114825.70437121722,0,Home Feed
IG0010300,2025-08-10 09:25:22.954916,10283,3,3,53226,500,494,8971,304106,448105,118,14.1,63191,-0.0070419591586720065,0,114632.7176658248,0,Reels Feed
IG0010301,2025-09-03 09:25:22.954916,10284,2,2,87079,2774,4464,14953,1038429,1405567,295,7.77,109270,-0.07589373937921085,0,114825.70437121722,0,Hashtags
IG0010302,2025-08-16 09:25:22.954916,10285,3,2,3783,7432,3783,12771,1057630,1414758,292,1.96,27769,-0.0070419591586720065,0,114632.7176658248,0,Hashtags
IG0010303,2025-05-18 09:25:22.954916,10286,1,6,11517,3522,2635,4235,580811,1066508,404,2.05,21909,0.03191992545539479,0,115250.29181636726,0,Explore
IG0010304,2025-06-19 09:25:22.954916,10287,3,5,127948,6202,2789,7217,1415704,1804263,354,7.99,144156,-0.03784233807712889,1,114632.7176658248,0,Profile
IG0010305,2025-04-19 09:25:22.954916,10288,1,2,168112,1685,1524,8114,1658802,1744131,150,10.29,179435,-0.004242380999987194,1,115250.29181636726,0,Hashtags
IG0010306,2025-01-30 09:25:22.954916,10289,1,1,81658,6602,2997,14655,562419,865183,236,12.24,105912,0.040457964285091075,0,115250.29181636726,0,Home Feed
IG0010307,2025-06-12 09:25:22.954916,10290,1,3,126292,3964,4829,11905,879736,1084115,105,13.56,146990,-0.03784233807712889,1,115250.29181636726,0,Reels Feed
IG0010308,2025-11-18 09:25:22.954916,10291,3,3,174404,5699,3915,7356,1336170,1533971,997,12.48,191374,-0.36360818237712866,1,114632.7176658248,0,Reels Feed
IG0010309,2025-01-15 09:25:22.954916,10292,2,4,166038,9469,45,14432,1550057,1599651,772,11.88,189984,0.040457964285091075,1,114825.70437121722,0,External
IG0010310,2025-10-09 09:25:22.954916,10293,4,1,140244,664,2720,4068,754769,891482,443,16.57,147696,0.09570235902554791,1,114984.38732394367,0,Home Feed
IG0010311,2025-08-31 09:25:22.954916,10294,1,3,139960,5541,4040,10271,669145,1067772,932,14.97,159812,-0.0070419591586720065,1,115250.29181636726,0,Reels Feed
IG0010312,2025-08-13 09:25:22.954916,10295,4,5,132072,4444,2337,7231,1839252,1862254,330,7.84,146084,-0.0070419591586720065,1,114984.38732394367,0,Profile
IG0010313,2024-12-10 09:25:22.954916,10296,4,4,46610,9134,3514,8240,1123342,1313706,498,5.14,67498,1.5762157805332802,0,114984.38732394367,0,External
IG0010314,2025-09-23 09:25:22.954916,10297,4,3,163347,6543,3781,5762,144351,450251,559,39.85,179433,-0.07589373937921085,1,114984.38732394367,1,Reels Feed
IG0010315,2025-02-04 09:25:22.954916,10298,2,3,67566,1202,261,5258,1694245,2029463,916,3.66,74287,-0.11259499490553204,0,114825.70437121722,0,Reels Feed
IG0010316,2024-11-20 09:25:22.954916,10299,2,3,130313,9788,3746,8454,283711,693201,110,21.97,152301,,1,114825.70437121722,0,Reels Feed
IG0010317,2025-06-14 09:25:22.954916,10300,2,4,35257,5507,84,3283,461670,637145,886,6.93,44131,-0.03784233807712889,0,114825.70437121722,0,External
IG0010318,2024-11-28 09:25:22.954916,10301,3,5,49139,6712,2585,5380,68855,521488,284,12.24,63816,,0,114632.7176658248,0,Profile
IG0010319,2025-10-24 09:25:22.954916,10302,2,3,14781,6301,4982,3596,1793484,2156867,632,1.38,29660,0.09570235902554791,0,114825.70437121722,0,Reels Feed
IG0010320,2024-12-18 09:25:22.954916,10303,3,3,41813,3560,2551,14058,777040,781615,339,7.93,61982,1.5762157805332802,0,114632.7176658248,0,Reels Feed
IG0010321,2024-12-30 09:25:22.954916,10304,1,6,175264,9370,2426,9249,1927413,2414118,379,8.13,196309,1.5762157805332802,1,115250.29181636726,0,Explore
IG0010322,2025-11-18 09:25:22.954916,10305,3,3,70390,7349,3906,1809,573475,1054704,272,7.91,83454,-0.36360818237712866,0,114632.7176658248,0,Reels Feed
IG0010323,2025-09-02 09:25:22.954916,10306,2,2,119290,360,3950,10452,1637810,1727566,552,7.76,134052,-0.07589373937921085,1,114825.70437121722,0,Hashtags
IG0010324,2025-09-28 09:25:22.954916,10307,3,5,129864,5974,3528,2631,1052501,1464885,990,9.69,141997,-0.07589373937921085,1,114632.7176658248,0,Profile
IG0010325,2025-07-08 09:25:22.954916,10308,1,4,50120,8994,2439,2272,603507,1000157,585,6.38,63825,0.014344171843597486,0,115250.29181636726,0,External
IG0010326,2025-08-03 09:25:22.954916,10309,4,6,186692,221,1657,8853,430623,684652,183,28.84,197423,-0.0070419591586720065,1,114984.38732394367,0,Explore
IG0010327,2025-01-19 09:25:22.954916,10310,1,6,20947,4251,3462,3304,1785223,2118436,7,1.51,31964,0.040457964285091075,0,115250.29181636726,0,Explore
IG0010328,2025-01-17 09:25:22.954916,10311,4,1,117903,9341,1732,4682,1994301,2400808,413,5.57,133658,0.040457964285091075,1,114984.38732394367,0,Home Feed
IG0010329,2025-07-09 09:25:22.954916,10312,2,5,90759,3665,2678,9414,1818896,2152959,739,4.95,106516,0.014344171843597486,0,114825.70437121722,0,Profile
IG0010330,2025-11-02 09:25:22.954916,10313,3,3,9721,1855,1831,7822,672241,1043023,673,2.04,21229,-0.36360818237712866,0,114632.7176658248,0,Reels Feed
IG0010331,2025-04-08 09:25:22.954916,10314,4,1,21541,8006,4554,14414,76186,410971,870,11.8,48515,-0.004242380999987194,0,114984.38732394367,0,Home Feed
IG0010332,2025-03-03 09:25:22.954916,10315,4,1,24316,8847,1062,11900,647965,754414,331,6.11,46125,0.08784211024389488,0,114984.38732394367,0,Home Feed
IG0010333,2025-05-09 09:25:22.954916,10316,2,5,144927,8509,4760,14255,1659302,1943625,978,8.87,172451,0.03191992545539479,1,114825.70437121722,0,Profile
IG0010334,2025-10-29 09:25:22.954916,10317,1,2,54609,9236,2986,719,231092,503385,165,13.42,67550,0.09570235902554791,0,115250.29181636726,0,Hashtags
IG0010335,2025-08-23 09:25:22.954916,10318,1,3,120645,6567,4594,9218,1935529,2280611,551,6.18,141024,-0.0070419591586720065,1,115250.29181636726,0,Reels Feed
IG0010336,2025-10-08 09:25:22.954916,10319,4,6,91210,6395,725,10798,1388031,1504324,636,7.25,109128,0.09570235902554791,0,114984.38732394367,0,Explore
IG0010337,2025-02-04 09:25:22.954916,10320,1,2,146010,2649,2010,7124,1718591,1789973,221,8.82,157793,-0.11259499490553204,1,115250.29181636726,0,Hashtags
IG0010338,2024-12-05 09:25:22.954916,10321,4,1,12060,160,1520,8646,717005,813507,393,2.75,22386,1.5762157805332802,0,114984.38732394367,0,Home Feed
IG0010339,2025-05-17 09:25:22.954916,10322,3,2,150575,6067,3398,8157,1031188,1161630,245,14.48,168197,0.03191992545539479,1,114632.7176658248,0,Hashtags
IG0010340,2025-07-17 09:25:22.954916,10323,1,3,47052,7753,4120,3580,42052,304548,85,20.52,62505,0.014344171843597486,0,115250.29181636726,0,Reels Feed
IG0010341,2025-01-20 09:25:22.954916,10324,4,2,142421,4427,1774,1078,220275,567754,774,26.37,149700,0.040457964285091075,1,114984.38732394367,0,Hashtags
IG0010342,2025-02-28 09:25:22.954916,10325,4,4,102122,3105,2871,8503,106892,292404,458,39.88,116601,-0.11259499490553204,1,114984.38732394367,1,External
IG0010343,2025-10-30 09:25:22.954916,10326,4,3,11740,567,2972,10942,1536742,1584272,509,1.66,26221,0.09570235902554791,0,114984.38732394367,0,Reels Feed
IG0010344,2025-01-13 09:25:22.954916,10327,3,1,47052,218,443,1066,1376637,1452345,684,3.36,48779,0.040457964285091075,0,114632.7176658248,0,Home Feed
IG0010345,2025-02-23 09:25:22.954916,10328,3,4,142175,5002,3798,13469,258779,464009,470,35.44,164444,-0.11259499490553204,1,114632.7176658248,1,External
IG0010346,2025-10-24 09:25:22.954916,10329,3,1,71554,4352,4550,11534,1226712,1499942,681,6.13,91990,0.09570235902554791,0,114632.7176658248,0,Home Feed
IG0010347,2024-11-22 09:25:22.954916,10330,1,1,37084,7644,1964,829,328450,503571,523,9.44,47521,,0,115250.29181636726,0,Home Feed
IG0010348,2025-04-18 09:25:22.954916,10331,1,4,59674,2319,4470,13285,611896,931930,534,8.56,79748,-0.004242380999987194,0,115250.29181636726,0,External
IG0010349,2025-05-02 09:25:22.954916,10332,3,5,149670,8773,1974,8123,503538,633998,928,26.58,168540,0.03191992545539479,1,114632.7176658248,0,Profile
IG0010350,2025-08-12 09:25:22.954916,10333,2,5,87288,7832,1758,12765,600796,643509,170,17.04,109643,-0.0070419591586720065,0,114825.70437121722,0,Profile
IG0010351,2025-06-26 09:25:22.954916,10334,1,5,155979,8773,3996,13187,1612561,1701196,975,10.69,181935,-0.03784233807712889,1,115250.29181636726,0,Profile
IG0010352,2025-01-27 09:25:22.954916,10335,3,6,62649,7695,4803,14445,758538,1188415,297,7.54,89592,0.040457964285091075,0,114632.7176658248,0,Explore
IG0010353,2025-10-23 09:25:22.954916,10336,2,6,190044,2950,4052,3587,450285,494773,793,40.55,200633,0.09570235902554791,1,114825.70437121722,1,Explore
IG0010354,2025-06-15 09:25:22.954916,10337,1,4,13855,9841,1369,3280,1438972,1835392,63,1.54,28345,-0.03784233807712889,0,115250.29181636726,0,External
IG0010355,2025-04-04 09:25:22.954916,10338,3,4,84704,4887,3821,9797,1022595,1428564,296,7.22,103209,-0.004242380999987194,0,114632.7176658248,0,External
IG0010356,2025-01-02 09:25:22.954916,10339,1,6,148705,7273,2508,456,1940117,2152215,793,7.39,158942,0.040457964285091075,1,115250.29181636726,0,Explore
IG0010357,2024-12-27 09:25:22.954916,10340,1,2,51165,8639,2981,2896,1055480,1072151,922,6.13,65681,1.5762157805332802,0,115250.29181636726,0,Hashtags
IG0010358,2025-08-24 09:25:22.954916,10341,2,1,147349,4543,3416,13141,1662570,1904944,512,8.84,168449,-0.0070419591586720065,1,114825.70437121722,0,Home Feed
IG0010359,2025-04-24 09:25:22.954916,10342,1,4,106076,8226,456,4127,439937,636654,259,18.67,118885,-0.004242380999987194,1,115250.29181636726,0,External
IG0010360,2025-02-06 09:25:22.954916,10343,1,1,155868,8254,1727,8529,1991625,2134691,454,8.17,174378,-0.11259499490553204,1,115250.29181636726,0,Home Feed
IG0010361,2025-06-23 09:25:22.954916,10344,3,3,91602,9538,1973,11424,1299369,1697789,201,6.75,114537,-0.03784233807712889,0,114632.7176658248,0,Reels Feed
IG0010362,2025-03-28 09:25:22.954916,10345,2,2,34095,9765,2835,8500,1406587,1706067,559,3.24,55195,0.08784211024389488,0,114825.70437121722,0,Hashtags
IG0010363,2025-09-14 09:25:22.954916,10346,4,2,63845,9496,4925,8682,178058,186963,657,46.51,86948,-0.07589373937921085,0,114984.38732394367,1,Hashtags
IG0010364,2025-01-06 09:25:22.954916,10347,4,4,82466,1260,436,12252,6481,110433,801,87.31,96414,0.040457964285091075,0,114984.38732394367,1,External
IG0010365,2025-06-30 09:25:22.954916,10348,2,6,21129,9281,1825,11680,356153,827131,868,5.31,43915,-0.03784233807712889,0,114825.70437121722,0,Explore
IG0010366,2025-11-11 09:25:22.954916,10349,4,4,56572,7356,1240,4361,1805690,1849269,831,3.76,69529,-0.36360818237712866,0,114984.38732394367,0,External
IG0010367,2025-05-29 09:25:22.954916,10350,2,5,186294,1060,745,1322,885158,1207407,269,15.69,189421,0.03191992545539479,1,114825.70437121722,0,Profile
IG0010368,2025-05-23 09:25:22.954916,10351,4,2,159691,1813,4635,11942,349259,391318,391,45.51,178081,0.03191992545539479,1,114984.38732394367,1,Hashtags
IG0010369,2024-12-19 09:25:22.954916,10352,4,5,86912,4241,2976,7831,1911424,2256514,334,4.52,101960,1.5762157805332802,0,114984.38732394367,0,Profile
IG0010370,2025-03-10 09:25:22.954916,10353,2,6,139988,452,3605,14026,1446576,1587641,417,9.96,158071,0.08784211024389488,1,114825.70437121722,0,Explore
IG0010371,2024-12-22 09:25:22.954916,10354,4,5,84584,8292,3299,12894,844067,998989,244,10.92,109069,1.5762157805332802,0,114984.38732394367,0,Profile
IG0010372,2025-10-13 09:25:22.954916,10355,2,4,33575,6239,973,6649,844263,1224825,850,3.87,47436,0.09570235902554791,0,114825.70437121722,0,External
IG0010373,2025-03-13 09:25:22.954916,10356,1,2,123367,5950,605,10899,526458,781360,122,18.02,140821,0.08784211024389488,1,115250.29181636726,0,Hashtags
IG0010374,2025-06-12 09:25:22.954916,10357,3,2,23061,6615,4410,3166,479817,708403,356,5.26,37252,-0.03784233807712889,0,114632.7176658248,0,Hashtags
IG0010375,2025-01-25 09:25:22.954916,10358,1,5,68905,3860,4383,14786,1925916,2370976,386,3.88,91934,0.040457964285091075,0,115250.29181636726,0,Profile
IG0010376,2025-11-14 09:25:22.954916,10359,1,6,36345,7842,4320,9515,59556,192590,64,30.13,58022,-0.36360818237712866,0,115250.29181636726,0,Explore
IG0010377,2025-10-11 09:25:22.954916,10360,4,2,35445,8253,4957,6836,1282317,1510525,242,3.67,55491,0.09570235902554791,0,114984.38732394367,0,Hashtags
IG0010378,2024-11-19 09:25:22.954916,10361,4,5,143967,3609,4593,7078,840492,1246266,846,12.78,159247,,1,114984.38732394367,0,Profile
IG0010379,2025-01-12 09:25:22.954916,10362,2,2,76894,9319,4064,1488,725814,790645,624,11.61,91765,0.040457964285091075,0,114825.70437121722,0,Hashtags
IG0010380,2025-08-26 09:25:22.954916,10363,1,2,143423,3209,4834,12407,1810510,1831819,800,8.95,163873,-0.0070419591586720065,1,115250.29181636726,0,Hashtags
IG0010381,2024-12-11 09:25:22.954916,10364,3,6,176337,4852,3645,2443,76327,262909,302,71.23,187277,1.5762157805332802,1,114632.7176658248,1,Explore
IG0010382,2025-04-24 09:25:22.954916,10365,3,3,165044,7566,4855,2278,1899737,1935765,738,9.29,179743,-0.004242380999987194,1,114632.7176658248,0,Reels Feed
IG0010383,2025-09-20 09:25:22.954916,10366,4,2,117951,9228,3187,2763,202636,408746,741,32.57,133129,-0.07589373937921085,1,114984.38732394367,1,Hashtags
IG0010384,2024-12-09 09:25:22.954916,10367,3,5,188628,8034,3950,3573,966334,1159215,348,17.61,204185,1.5762157805332802,1,114632.7176658248,0,Profile
IG0010385,2025-11-16 09:25:22.954916,10368,3,1,184172,1278,837,5045,1185521,1372400,373,13.94,191332,-0.36360818237712866,1,114632.7176658248,0,Home Feed
IG0010386,2025-09-10 09:25:22.954916,10369,3,1,173015,5128,4664,775,840025,983768,747,18.66,183582,-0.07589373937921085,1,114632.7176658248,0,Home Feed
IG0010387,2025-09-14 09:25:22.954916,10370,2,2,149550,6602,1406,10612,62577,141280,7,119.03,168170,-0.07589373937921085,1,114825.70437121722,1,Hashtags
IG0010388,2025-08-30 09:25:22.954916,10371,3,5,83667,6793,2023,12423,1526707,1920816,290,5.46,104906,-0.0070419591586720065,0,114632.7176658248,0,Profile
IG0010389,2025-03-19 09:25:22.954916,10372,4,2,35754,7231,4570,13623,609158,995513,904,6.15,61178,0.08784211024389488,0,114984.38732394367,0,Hashtags
IG0010390,2024-12-17 09:25:22.954916,10373,4,6,194998,1533,4654,4576,1778789,2227930,993,9.24,205761,1.5762157805332802,1,114984.38732394367,0,Explore
IG0010391,2025-05-02 09:25:22.954916,10374,3,6,73423,8584,943,5797,945896,1177952,548,7.53,88747,0.03191992545539479,0,114632.7176658248,0,Explore
IG0010392,2025-01-16 09:25:22.954916,10375,3,6,179205,5529,2673,3721,869597,952873,543,20.06,191128,0.040457964285091075,1,114632.7176658248,0,Explore
IG0010393,2025-04-11 09:25:22.954916,10376,2,1,19607,7571,4892,3764,1245744,1524236,245,2.35,35834,-0.004242380999987194,0,114825.70437121722,0,Home Feed
IG0010394,2025-06-07 09:25:22.954916,10377,4,6,151295,9839,2882,3756,1643429,1815442,580,9.24,167772,-0.03784233807712889,1,114984.38732394367,0,Explore
IG0010395,2025-07-11 09:25:22.954916,10378,2,2,163331,3603,2391,8787,1955730,2060251,427,8.65,178112,0.014344171843597486,1,114825.70437121722,0,Hashtags
IG0010396,2025-03-06 09:25:22.954916,10379,3,6,136819,225,414,6973,1004066,1159073,259,12.46,144431,0.08784211024389488,1,114632.7176658248,0,Explore
IG0010397,2024-12-30 09:25:22.954916,10380,2,5,47322,9724,4134,3565,1260745,1501851,517,4.31,64745,1.5762157805332802,0,114825.70437121722,0,Profile
IG0010398,2025-11-13 09:25:22.954916,10381,3,5,73115,9101,4486,10378,1875189,2353970,147,4.12,97080,-0.36360818237712866,0,114632.7176658248,0,Profile
IG0010399,2025-06-14 09:25:22.954916,10382,4,6,184220,1006,6,10521,945455,1218354,86,16.07,195753,-0.03784233807712889,1,114984.38732394367,0,Explore
IG0010400,2025-07-24 09:25:22.954916,10383,3,2,198383,1962,4203,13174,606508,671629,266,32.42,217722,0.014344171843597486,1,114632.7176658248,1,Hashtags
IG0010401,2025-07-01 09:25:22.954916,10384,1,1,56475,7591,4368,516,1370589,1594645,707,4.32,68950,0.014344171843597486,0,115250.29181636726,0,Home Feed
IG0010402,2025-08-03 09:25:22.954916,10385,1,1,73713,697,976,11884,307013,529848,209,16.47,87270,-0.0070419591586720065,0,115250.29181636726,0,Home Feed
IG0010403,2025-01-10 09:25:22.954916,10386,4,3,134271,1560,3233,13999,429975,910992,297,16.8,153063,0.040457964285091075,1,114984.38732394367,0,Reels Feed
IG0010404,2025-06-08 09:25:22.954916,10387,4,6,144948,9416,1002,7825,100676,574235,385,28.42,163191,-0.03784233807712889,1,114984.38732394367,0,Explore
IG0010405,2025-06-07 09:25:22.954916,10388,4,1,115613,5666,4383,664,1437232,1460560,65,8.65,126326,-0.03784233807712889,1,114984.38732394367,0,Home Feed
IG0010406,2024-12-01 09:25:22.954916,10389,3,4,186039,3756,916,6525,1020175,1114452,593,17.7,197236,1.5762157805332802,1,114632.7176658248,0,External
IG0010407,2025-02-07 09:25:22.954916,10390,4,1,153159,671,1310,13519,1566108,1877735,179,8.98,168659,-0.11259499490553204,1,114984.38732394367,0,Home Feed
IG0010408,2024-11-21 09:25:22.954916,10391,3,4,10814,2823,2375,806,89987,412258,577,4.08,16818,,0,114632.7176658248,0,External
IG0010409,2025-04-22 09:25:22.954916,10392,2,4,170334,7427,980,9599,1208455,1624850,107,11.59,188340,-0.004242380999987194,1,114825.70437121722,0,External
IG0010410,2025-02-15 09:25:22.954916,10393,2,4,195457,7921,1927,2321,145564,430652,987,48.21,207626,-0.11259499490553204,1,114825.70437121722,1,External
IG0010411,2025-04-06 09:25:22.954916,10394,4,4,157852,8498,1072,13032,1121549,1564682,744,11.53,180454,-0.004242380999987194,1,114984.38732394367,0,External
IG0010412,2025-03-10 09:25:22.954916,10395,3,5,21155,1229,2287,10277,1835122,1873189,559,1.87,34948,0.08784211024389488,0,114632.7176658248,0,Profile
IG0010413,2024-11-20 09:25:22.954916,10396,4,5,12536,9438,4836,13992,1312224,1688110,178,2.42,40802,,0,114984.38732394367,0,Profile
IG0010414,2025-06-19 09:25:22.954916,10397,2,3,55491,409,1051,9799,1824423,2259651,136,2.95,66750,-0.03784233807712889,0,114825.70437121722,0,Reels Feed
IG0010415,2025-11-07 09:25:22.954916,10398,4,5,88223,5466,4086,5660,688900,706341,720,14.64,103435,-0.36360818237712866,0,114984.38732394367,0,Profile
IG0010416,2025-10-23 09:25:22.954916,10399,2,2,128869,1718,2217,1247,484459,645515,912,20.77,134051,0.09570235902554791,1,114825.70437121722,0,Hashtags
IG0010417,2025-02-04 09:25:22.954916,10400,2,6,121325,3557,682,9009,1587198,2017064,382,6.67,134573,-0.11259499490553204,1,114825.70437121722,0,Explore
IG0010418,2025-03-26 09:25:22.954916,10401,3,4,30600,1860,4950,585,1096115,1219704,468,3.12,37995,0.08784211024389488,0,114632.7176658248,0,External
IG0010419,2025-06-14 09:25:22.954916,10402,2,4,26804,253,1644,1879,357570,429427,157,7.12,30580,-0.03784233807712889,0,114825.70437121722,0,External
IG0010420,2025-05-11 09:25:22.954916,10403,1,3,176275,3913,1741,5258,1943984,2115942,822,8.85,187187,0.03191992545539479,1,115250.29181636726,0,Reels Feed
IG0010421,2025-01-17 09:25:22.954916,10404,3,1,108032,9738,2583,370,584100,976157,85,12.37,120723,0.040457964285091075,1,114632.7176658248,0,Home Feed
IG0010422,2025-08-13 09:25:22.954916,10405,3,1,183926,9788,0,14725,1553398,1907179,721,10.93,208439,-0.0070419591586720065,1,114632.7176658248,0,Home Feed
IG0010423,2025-03-08 09:25:22.954916,10406,2,1,12115,4230,4418,11238,1945761,1975908,474,1.62,32001,0.08784211024389488,0,114825.70437121722,0,Home Feed
IG0010424,2025-06-05 09:25:22.954916,10407,3,5,33518,8321,4704,124,1068603,1233343,448,3.78,46667,-0.03784233807712889,0,114632.7176658248,0,Profile
IG0010425,2025-06-06 09:25:22.954916,10408,1,4,172723,2398,2584,4330,1559405,1994632,248,9.13,182035,-0.03784233807712889,1,115250.29181636726,0,External
IG0010426,2025-04-16 09:25:22.954916,10409,4,4,8207,8720,3251,7676,725623,790410,387,3.52,27854,-0.004242380999987194,0,114984.38732394367,0,External
IG0010427,2025-08-12 09:25:22.954916,10410,2,6,5138,9291,2169,2711,912601,1354193,874,1.43,19309,-0.0070419591586720065,0,114825.70437121722,0,Explore
IG0010428,2024-12-23 09:25:22.954916,10411,2,6,167882,2201,798,539,1865363,2190320,917,7.83,171420,1.5762157805332802,1,114825.70437121722,0,Explore
IG0010429,2025-09-24 09:25:22.954916,10412,1,2,38552,459,2641,4403,1660119,1894666,791,2.43,46055,-0.07589373937921085,0,115250.29181636726,0,Hashtags
IG0010430,2025-10-27 09:25:22.954916,10413,4,3,157056,3036,2484,8576,862350,990556,548,17.28,171152,0.09570235902554791,1,114984.38732394367,0,Reels Feed
IG0010431,2025-02-14 09:25:22.954916,10414,2,3,180547,2050,2195,4053,1852118,2305063,527,8.19,188845,-0.11259499490553204,1,114825.70437121722,0,Reels Feed
IG0010432,2025-06-13 09:25:22.954916,10415,4,4,122456,4978,2655,5530,1766776,2092555,918,6.48,135619,-0.03784233807712889,1,114984.38732394367,0,External
IG0010433,2025-04-06 09:25:22.954916,10416,2,2,108732,45,991,7565,1418829,1453170,371,8.07,117333,-0.004242380999987194,1,114825.70437121722,0,Hashtags
IG0010434,2025-03-14 09:25:22.954916,10417,4,3,184249,552,1727,6333,261908,664418,550,29.03,192861,0.08784211024389488,1,114984.38732394367,0,Reels Feed
IG0010435,2025-02-09 09:25:22.954916,10418,1,6,91547,9409,416,10972,1119501,1268510,998,8.86,112344,-0.11259499490553204,0,115250.29181636726,0,Explore
IG0010436,2024-12-01 09:25:22.954916,10419,3,2,47717,375,2130,4291,1137331,1474933,18,3.7,54513,1.5762157805332802,0,114632.7176658248,0,Hashtags
IG0010437,2024-12-28 09:25:22.954916,10420,1,1,172582,1483,313,835,1766733,1837132,659,9.54,175213,1.5762157805332802,1,115250.29181636726,0,Home Feed
